form	lemma	POS	voice	tense	mood	number	person	gender	case	state	possessive-number	possessive-person	possessive-gender
أبل	بل	verb	active	non-past	subjunctive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أبل	بل	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أبل	بل	verb	active	past	n/a	singular	3	masculine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	imperative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	jussive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	jussive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	subjunctive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	subjunctive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	subjunctive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	non-past	subjunctive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	active	past	n/a	singular	3	masculine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	indicative	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	indicative	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	indicative	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	indicative	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	jussive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	jussive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	jussive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	jussive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	subjunctive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	subjunctive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	subjunctive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	non-past	subjunctive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أبلغ	بلغ	verb	passive	past	n/a	singular	3	masculine	nominative	n/a	n/a	n/a	n/a
أبناء	ابن	noun	n/a	n/a	n/a	plural	n/a	masculine	accusative	construct	n/a	n/a	n/a
أبناء	ابن	noun	n/a	n/a	n/a	plural	n/a	masculine	genitive	construct	n/a	n/a	n/a
أبناء	ابن	noun	n/a	n/a	n/a	plural	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
أبناء	ابن	noun	n/a	n/a	n/a	plural	n/a	masculine	nominative	construct	n/a	n/a	n/a
أبناء	ابن	noun	n/a	n/a	n/a	plural	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
أبو	أب	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
أبواب	بواب	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
أبواب	بواب	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
أبى	أبى	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أبي	ب	preposition	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	singular	1	feminine
أبي	ب	preposition	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	singular	1	masculine
أبيض	أبيض	adjective	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
أبيض	أبيض	adjective	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
أبيض	أبيض	adjective	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
أبيض	أبيض	adjective	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
أبيض	أبيض	adjective	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
أبين	بين	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
أبين	بين	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
أبين	بين	verb	active	non-past	imperative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	jussive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	jussive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	subjunctive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	subjunctive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	subjunctive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	non-past	subjunctive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	past	n/a	plural	3	feminine	n/a	n/a	n/a	n/a	n/a
أبين	بين	verb	active	past	n/a	plural	3	feminine	nominative	n/a	n/a	n/a	n/a
أبين	بين	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أبين	بين	verb	active	past	n/a	singular	3	masculine	nominative	n/a	n/a	n/a	n/a
أبيه	أب	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	definite	singular	3	masculine
أتت	أتى	verb	active	past	n/a	singular	3	feminine	n/a	n/a	n/a	n/a	n/a
أتحدث	حدث	verb	active	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتحدث	حدث	verb	active	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتحدث	حدث	verb	active	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتحدث	حدث	verb	active	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتحدث	حدث	verb	active	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتحدث	حدث	verb	active	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	active	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	active	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	active	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	active	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	active	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	active	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	passive	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	passive	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	passive	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	passive	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	passive	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتذكر	ذكر	verb	passive	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	active	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	active	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	active	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	active	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	active	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	active	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	passive	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	passive	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	passive	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	passive	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	passive	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أترك	رك	verb	passive	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أترى	رأى	verb	active	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أترى	رأى	verb	active	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أترى	رأى	verb	active	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أترى	رأى	verb	active	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أترى	رأى	verb	active	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أترى	رأى	verb	active	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتريد	أراد	verb	active	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتريد	أراد	verb	active	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتريد	أراد	verb	active	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتريد	أراد	verb	active	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتريد	أراد	verb	active	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتريد	أراد	verb	active	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	active	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	active	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	active	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	active	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	active	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	active	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	passive	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	passive	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	passive	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	passive	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	passive	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتعرف	عرف	verb	passive	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتعلم	علم	verb	active	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتعلم	علم	verb	active	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتعلم	علم	verb	active	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتعلم	علم	verb	active	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتعلم	علم	verb	active	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتعلم	علم	verb	active	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتعلمين	علم	verb	active	non-past	indicative	singular	2	feminine	nominative	n/a	n/a	n/a	n/a
أتعلمين	علم	verb	active	non-past	jussive	singular	2	feminine	nominative	n/a	n/a	n/a	n/a
أتعلمين	علم	verb	active	non-past	subjunctive	singular	2	feminine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	active	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	active	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	active	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	active	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	active	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	active	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	passive	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	passive	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	passive	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	passive	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	passive	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتفهم	فهم	verb	passive	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	active	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	active	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	active	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	active	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	active	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	active	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	passive	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	passive	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	passive	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	passive	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	passive	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتكلم	كلم	verb	passive	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتمنى	مني	verb	active	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتمنى	مني	verb	active	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتمنى	مني	verb	active	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتمنى	مني	verb	active	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتمنى	مني	verb	active	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتمنى	مني	verb	active	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	active	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	active	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	active	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	active	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	active	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	active	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	passive	non-past	indicative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	passive	non-past	indicative	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	passive	non-past	jussive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	passive	non-past	jussive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	passive	non-past	subjunctive	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أتوقع	وقع	verb	passive	non-past	subjunctive	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أتى	أتى	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أتيت	أتى	verb	active	past	n/a	singular	1	feminine	n/a	n/a	n/a	n/a	n/a
أتيت	أتى	verb	active	past	n/a	singular	1	masculine	n/a	n/a	n/a	n/a	n/a
أتيت	أتى	verb	active	past	n/a	singular	2	feminine	n/a	n/a	n/a	n/a	n/a
أتيت	أتى	verb	active	past	n/a	singular	2	masculine	n/a	n/a	n/a	n/a	n/a
أثارت	أثار	verb	active	past	n/a	singular	3	feminine	n/a	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	imperative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	jussive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	jussive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	subjunctive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	subjunctive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	subjunctive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	non-past	subjunctive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أثبت	ثبت	verb	active	past	n/a	singular	3	masculine	nominative	n/a	n/a	n/a	n/a
أثبتت	ثبت	verb	active	past	n/a	singular	1	feminine	n/a	n/a	n/a	n/a	n/a
أثبتت	ثبت	verb	active	past	n/a	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أثبتت	ثبت	verb	active	past	n/a	singular	1	masculine	n/a	n/a	n/a	n/a	n/a
أثبتت	ثبت	verb	active	past	n/a	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أثبتت	ثبت	verb	active	past	n/a	singular	2	feminine	n/a	n/a	n/a	n/a	n/a
أثبتت	ثبت	verb	active	past	n/a	singular	2	feminine	nominative	n/a	n/a	n/a	n/a
أثبتت	ثبت	verb	active	past	n/a	singular	2	masculine	n/a	n/a	n/a	n/a	n/a
أثبتت	ثبت	verb	active	past	n/a	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أثبتت	ثبت	verb	active	past	n/a	singular	3	feminine	n/a	n/a	n/a	n/a	n/a
أثبتت	ثبت	verb	active	past	n/a	singular	3	feminine	nominative	n/a	n/a	n/a	n/a
أثر	أثر	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
أثر	أثر	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
أثر	أثر	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
أثر	أثر	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
أثر	أثر	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
أثر	أثر	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أثرت	أثر	verb	active	past	n/a	singular	1	feminine	n/a	n/a	n/a	n/a	n/a
أثرت	أثر	verb	active	past	n/a	singular	1	masculine	n/a	n/a	n/a	n/a	n/a
أثرت	أثر	verb	active	past	n/a	singular	2	feminine	n/a	n/a	n/a	n/a	n/a
أثرت	أثر	verb	active	past	n/a	singular	2	masculine	n/a	n/a	n/a	n/a	n/a
أثرت	أثر	verb	active	past	n/a	singular	3	feminine	n/a	n/a	n/a	n/a	n/a
أثرية	أثري	adjective	n/a	n/a	n/a	singular	n/a	feminine	accusative	construct	n/a	n/a	n/a
أثرية	أثري	adjective	n/a	n/a	n/a	singular	n/a	feminine	genitive	construct	n/a	n/a	n/a
أثرية	أثري	adjective	n/a	n/a	n/a	singular	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
أثرية	أثري	adjective	n/a	n/a	n/a	singular	n/a	feminine	nominative	construct	n/a	n/a	n/a
أثرية	أثري	adjective	n/a	n/a	n/a	singular	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
أثق	وثق	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أثق	وثق	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أثق	وثق	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أثق	وثق	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أثق	وثق	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أثق	وثق	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أثق	وثق	verb	active	non-past	jussive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أثق	وثق	verb	active	non-past	jussive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أثق	وثق	verb	active	non-past	subjunctive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أثق	وثق	verb	active	non-past	subjunctive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أثق	وثق	verb	active	non-past	subjunctive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
